Charge_Capacity(Ah),Voltage_sm (V),Interpolated dV/dQ (V/Ah),Interpolated dQ/dV (Ah/V)
0.05004338700000001,3.1748679798785346,3.4548644057779923,0.301115287900298
0.05032611800000001,3.175776760437402,3.434882814619603,0.30279003621350564
0.050608849000000004,3.1766779272597745,3.415142619633883,0.30435049290629845
0.050891580000000006,3.1775748707747056,3.396106379246953,0.30574583367667757
0.05117431100000001,3.1784704396158117,3.378236651884935,0.30692523422264406
0.05145704200000001,3.1793668808681796,3.361995995973951,0.3078378702421989
0.05173977300000001,3.1802656885839697,3.3477525426356873,0.30844529951415717
0.05202250400000001,3.1811675429471022,3.335274972347712,0.30878768469082496
0.052305235000000005,3.1820723427523046,3.3240974879923453,0.3089359350454229
0.05258796600000001,3.182979331198497,3.3137537494155276,0.3089610310585438
0.05287069700000001,3.18388729577008,3.303777416463203,0.3089339532107813
0.05315342800000001,3.184794829097665,3.2937021489813136,0.3089256819827285
0.05343615900000001,3.185700742982146,3.283061606815803,0.30900719785497877
0.053718890000000005,3.186604067861058,3.2713894498126126,0.30924948130812535
0.05400162100000001,3.1875040468238813,3.258219337846682,0.3097235128192728
0.05428435200000001,3.188400182483914,3.24324145413957,0.3104814417919746
0.05456708300000001,3.1892922525472946,3.2267613989445656,0.3115013777907471
0.05484981400000001,3.19018029388279,3.2092360030436997,0.31274323607701066
0.055132545000000005,3.191064555123669,3.1911220972190044,0.3141669319121856
0.055415276000000006,3.1919454288838747,3.17287651225251,0.31573238055769237
0.05569800700000001,3.1928233549909164,3.1549560789262507,0.31739949727495126
0.05598073800000001,3.1936986858798795,3.1378176280222565,0.3191281973253827
0.05626346900000001,3.1945716990285273,3.1219179903225602,0.3208783959704072
0.056546200000000005,3.1954425875646577,3.107713520372119,0.32261003562596297
0.056828931000000006,3.1963114442671072,3.095490603067686,0.3242927501917422
0.05711166200000001,3.1971782575367325,3.085115087425644,0.3259201520641615
0.05739439300000001,3.1980429193373667,3.0763889135422606,0.32748949765648083
0.05767712400000001,3.1989052451067512,3.0691140215138053,0.3289980433819605
0.05795985500000001,3.1997650056374427,3.063092351436544,0.33044304565386057
0.058242586000000006,3.2006219708484864,3.0581258434067466,0.3318217608854413
0.05852531700000001,3.2014759372789525,3.054016437520681,0.33313144548996276
0.05880804800000001,3.2023267056731273,3.050566073874617,0.33436935588068545
0.05909077900000001,3.2031740767752988,3.0475766925648204,0.3355327484708691
0.05937351000000001,3.204017851329753,3.04485023368756,0.3366188796737743
0.059656241000000006,3.204857830080778,3.042188637339105,0.33762500590266087
0.05993897200000001,3.205693813772661,3.039393843615725,0.33854838357078937
0.06022170300000001,3.206525601733789,3.036267792613686,0.3393862690914197
0.06050443400000001,3.207352963142684,3.0326124244292574,0.3401359188778123
0.06078716500000001,3.2081756471338467,3.0282296791587076,0.34079458934322715
0.06106989600000001,3.2089934489930436,3.022921496898304,0.34135953690092435
0.06135262700000001,3.209806262008263,3.0164898177443162,0.34182801796416434
0.06163535800000001,3.2106141119552785,3.008744533502556,0.34219836765567485
0.06191808900000001,3.211417174217817,2.9996668459646374,0.34249216059185017
0.06220082000000001,3.212215773542341,2.989403070679102,0.3427533703174974
0.06248355100000001,3.2130103664274356,2.9781062351309955,0.34302688090231304
0.062766282,3.2138015084986105,2.9659293668053652,0.3433575764159935
0.06304901300000001,3.214589826054138,2.9530254931872557,0.3437903409282356
0.06333174400000001,3.215375931191039,2.9395476417617146,0.3443700585087357
0.063614475,3.2161603656181565,2.925648840013787,0.34514161322719034
0.06389720600000001,3.216943592014464,2.9114821154285186,0.34614988915329625
0.064179937,3.217725971598693,2.8972000378316616,0.34743458261562743
0.06446266800000001,3.2185077534266058,2.8829499545515973,0.348976190960832
0.06474539900000001,3.219289076611057,2.8688758894250874,0.3507175385016775
0.06502813,3.220069985464829,2.855121812921841,0.3526008446151682
0.06531086100000001,3.2208504590180547,2.84183169551156,0.3545683286783078
0.065593592,3.2216304599616006,2.829149507663953,0.3565622100680999
0.06587632300000001,3.22240997302187,2.8172192198487243,0.3585247081615488
0.06615905400000001,3.2231889842099672,2.8061848025355816,0.36039804233565775
0.066441785,3.223967452770209,2.796190226194229,0.36212443196743077
0.06672451600000001,3.224745303823105,2.7873524100222196,0.36365331390999145
0.067007247,3.2255224255223682,2.7796062336706657,0.3649826944911886
0.06728997800000001,3.226298670451819,2.7728114946968563,0.3661306124874789
0.06757270900000001,3.227073861262191,2.766827755577487,0.36711516939652944
0.06785544000000002,3.2278478005478366,2.7615145787892565,0.36795446671600784
0.06813817100000001,3.228620284963325,2.7567315268088617,0.36866660594358114
0.068420902,3.2293911199101464,2.752338162112999,0.3692696885769167
0.06870363300000001,3.230160114816147,2.748194047178368,0.36978181611368216
0.06898636400000001,3.2309270791217912,2.744158744481663,0.3702210900515445
0.06926909500000002,3.2316918222675426,2.7400918164995827,0.3706056118881712
0.06955182600000001,3.2324541536938654,2.7358528257088253,0.3709534831212296
0.069834557,3.2332138828412234,2.7313013345860866,0.3712828052483871
0.07011728800000001,3.2339708191344028,2.7262969056080646,0.3716116797673108
0.07040001900000001,3.2347247643195614,2.7206991012514563,0.37195820817566827
0.07068275000000002,3.2354755020364543,2.714367483992959,0.37234049197112673
0.07096548100000001,3.2362228271275986,2.707161616309269,0.37277663265135336
0.071248212,3.236966574505042,2.6989410606770856,0.3732847317140157
0.07153094300000001,3.2377066394135063,2.689565586519111,0.3738828771474682
0.07181367400000001,3.2384429890899082,2.6789963803403896,0.37458253649292883
0.07209640500000002,3.2391756658192614,2.667459257852737,0.3753779024535538
0.07237913600000001,3.2399047813869495,2.6552226556365124,0.37626038546741514
0.072661867,3.24063050295968,2.642555010272071,0.37722139597258514
0.07294459800000001,3.2413530327398052,2.629724758339772,0.3782523444071362
0.07322732900000001,3.242072577677482,2.617000336419973,0.3793446412091403
0.07351006000000002,3.2427893217927926,2.604650181093031,0.38048969681667
0.07379279100000001,3.2435034359664274,2.592942728939305,0.38167892166779727
0.074075522,3.244215076893745,2.582144794117753,0.38290374385581166
0.07435825300000001,3.2449243847553846,2.572400150880038,0.3841569303963517
0.07464098400000001,3.2456314828330686,2.563645405545735,0.3854335027099914
0.07492371500000002,3.24633647907058,2.55579727097499,0.3867286986982669
0.07520644600000001,3.2470394695799216,2.548772460027947,0.38803775626271386
0.075489177,3.247740544092655,2.5424876855647485,0.38935591330486785
0.07577190800000001,3.2484397932747693,2.5368596604455402,0.39067840772626516
0.07605463900000001,3.249137311817849,2.531805097530466,0.39200047742844135
0.07633737000000002,3.2498331948095474,2.5272407096796696,0.39331736031293235
0.07662010100000001,3.2505275373375198,2.5230832097532967,0.39462429428127377
0.076902832,3.2512204344894187,2.5192493106114893,0.3959165172350015
0.07718556300000001,3.2519119813528987,2.5156557251143923,0.39718926707565144
0.07746829400000001,3.252602273015613,2.5122191661221507,0.39843778170475913
0.07775102500000002,3.253291405270963,2.5088563464949085,0.39965729902386093
0.07803375600000001,3.2539794835847506,2.5054839790928085,0.40084305693449196
0.07831648700000002,3.254666617331597,2.5020187767759965,0.4019902933381886
0.07859921800000001,3.2553529008546045,2.498377452404617,0.4030942461364863
0.078881949,3.256038399090359,2.494476718838813,0.4041501532309212
0.07916468000000002,3.2567231381814956,2.4902379466124978,0.4051537682420282
